"image","xmin","ymin","xmax","ymax","label"
"ajnzerica-1_row0_minus_10x.png",1585,0,1629,239,"recognized"
"ajnzerica-1_row0_minus_10x.png",1621,0,1667,239,"not_recognized"
"ajnzerica-1_row0_minus_10x.png",1675,0,1714,239,"not_recognized"
"ajnzerica-1_row0_minus_10x.png",1739,0,1778,239,"not_recognized"
"ajnzerica-1_row0_minus_10x.png",1796,0,1834,239,"recognized"
"ajnzerica-1_row0_minus_10x.png",1831,0,1870,239,"not_recognized"
"ajnzerica-1_row0_minus_10x.png",1889,0,1927,239,"not_recognized"
"ajnzerica-1_row0_minus_10x.png",1922,0,1968,239,"not_recognized"
"ajnzerica-1_row0_minus_10x.png",1958,0,2002,239,"recognized"
"ajnzerica-1_row0_minus_10x.png",1996,0,2035,239,"not_recognized"
"ajnzerica-1_row0_minus_10x.png",2049,0,2088,239,"not_recognized"
"ajnzerica-1_row0_minus_10x.png",2112,0,2151,239,"not_recognized"
"ajnzerica-1_row0_minus_10x.png",2167,0,2211,239,"recognized"
"ajnzerica-1_row0_minus_10x.png",2205,0,2244,239,"not_recognized"
"ajnzerica-1_row0_minus_10x.png",2262,0,2300,239,"not_recognized"
"ajnzerica-1_row0_minus_10x.png",2318,0,2357,239,"not_recognized"
"ajnzerica-1_row0_minus_10x.png",2376,0,2414,239,"not_recognized"
"ajnzerica-1_row0_minus_10x.png",2415,0,2445,239,"recognized"
"ajnzerica-1_row0_minus_12x.png",141,0,202,239,"recognized"
"ajnzerica-1_row0_minus_12x.png",211,0,269,239,"recognized"
"ajnzerica-1_row0_minus_12x.png",285,0,322,239,"recognized"
"ajnzerica-1_row0_minus_12x.png",355,0,394,239,"not_recognized"
"ajnzerica-1_row0_minus_12x.png",407,0,446,239,"not_recognized"
"ajnzerica-1_row0_minus_12x.png",471,0,510,239,"not_recognized"
"ajnzerica-1_row0_minus_12x.png",528,0,566,239,"recognized"
"ajnzerica-1_row0_minus_12x.png",563,0,602,239,"not_recognized"
"ajnzerica-1_row0_minus_12x.png",621,0,659,239,"not_recognized"
"ajnzerica-1_row0_minus_12x.png",677,0,716,239,"not_recognized"
"ajnzerica-1_row0_minus_12x.png",734,0,773,239,"not_recognized"
"ajnzerica-1_row0_minus_12x.png",781,0,819,239,"recognized"
"ajnzerica-1_row0_minus_12x.png",816,0,855,239,"not_recognized"
"ajnzerica-1_row0_minus_12x.png",869,0,908,239,"not_recognized"
"ajnzerica-1_row0_minus_12x.png",932,0,971,239,"not_recognized"
"ajnzerica-1_row0_minus_12x.png",987,0,1031,239,"recognized"
"ajnzerica-1_row0_minus_12x.png",1025,0,1064,239,"not_recognized"
"ajnzerica-1_row0_minus_12x.png",1081,0,1119,239,"not_recognized"
"ajnzerica-1_row0_minus_12x.png",1117,0,1156,239,"not_recognized"
"ajnzerica-1_row0_minus_12x.png",1154,0,1192,239,"recognized"
"ajnzerica-1_row0_minus_12x.png",1189,0,1228,239,"not_recognized"
"ajnzerica-1_row0_minus_12x.png",1242,0,1281,239,"not_recognized"
"ajnzerica-1_row0_minus_12x.png",1304,0,1350,239,"not_recognized"
"ajnzerica-1_row0_minus_12x.png",1363,0,1401,239,"recognized"
"ajnzerica-1_row0_minus_12x.png",1398,0,1436,239,"not_recognized"
"ajnzerica-1_row0_minus_12x.png",1447,0,1485,239,"not_recognized"
"ajnzerica-1_row0_minus_12x.png",1495,0,1533,239,"not_recognized"
"ajnzerica-1_row0_minus_12x.png",1544,0,1583,239,"not_recognized"
"ajnzerica-1_row0_minus_12x.png",1587,0,1631,239,"recognized"
"ajnzerica-1_row0_minus_12x.png",1623,0,1669,239,"not_recognized"
"ajnzerica-1_row0_minus_12x.png",1677,0,1716,239,"not_recognized"
"ajnzerica-1_row0_minus_12x.png",1741,0,1780,239,"not_recognized"
"ajnzerica-1_row0_minus_12x.png",1798,0,1836,239,"recognized"
"ajnzerica-1_row0_minus_12x.png",1833,0,1872,239,"not_recognized"
"ajnzerica-1_row0_minus_12x.png",1891,0,1929,239,"not_recognized"
"ajnzerica-1_row0_minus_12x.png",1924,0,1970,239,"not_recognized"
"ajnzerica-1_row0_minus_12x.png",1960,0,2004,239,"recognized"
"ajnzerica-1_row0_minus_12x.png",1998,0,2037,239,"not_recognized"
"ajnzerica-1_row0_minus_12x.png",2051,0,2090,239,"not_recognized"
"ajnzerica-1_row0_minus_12x.png",2114,0,2153,239,"not_recognized"
"ajnzerica-1_row0_minus_12x.png",2169,0,2213,239,"recognized"
"ajnzerica-1_row0_minus_12x.png",2207,0,2246,239,"not_recognized"
"ajnzerica-1_row0_minus_12x.png",2264,0,2302,239,"not_recognized"
"ajnzerica-1_row0_minus_12x.png",2320,0,2359,239,"not_recognized"
"ajnzerica-1_row0_minus_12x.png",2378,0,2416,239,"not_recognized"
"ajnzerica-1_row0_minus_12x.png",2417,0,2447,239,"recognized"
"ajnzerica-1_row0_minus_15x.png",144,0,205,239,"recognized"
"ajnzerica-1_row0_minus_15x.png",214,0,272,239,"recognized"
"ajnzerica-1_row0_minus_15x.png",288,0,325,239,"recognized"
"ajnzerica-1_row0_minus_15x.png",358,0,397,239,"not_recognized"
"ajnzerica-1_row0_minus_15x.png",410,0,449,239,"not_recognized"
"ajnzerica-1_row0_minus_15x.png",474,0,513,239,"not_recognized"
"ajnzerica-1_row0_minus_15x.png",531,0,569,239,"recognized"
"ajnzerica-1_row0_minus_15x.png",566,0,605,239,"not_recognized"
"ajnzerica-1_row0_minus_15x.png",624,0,662,239,"not_recognized"
"ajnzerica-1_row0_minus_15x.png",680,0,719,239,"not_recognized"
"ajnzerica-1_row0_minus_15x.png",737,0,776,239,"not_recognized"
"ajnzerica-1_row0_minus_15x.png",784,0,822,239,"recognized"
"ajnzerica-1_row0_minus_15x.png",819,0,858,239,"not_recognized"
"ajnzerica-1_row0_minus_15x.png",872,0,911,239,"not_recognized"
"ajnzerica-1_row0_minus_15x.png",935,0,974,239,"not_recognized"
"ajnzerica-1_row0_minus_15x.png",990,0,1034,239,"recognized"
"ajnzerica-1_row0_minus_15x.png",1028,0,1067,239,"not_recognized"
"ajnzerica-1_row0_minus_15x.png",1084,0,1122,239,"not_recognized"
"ajnzerica-1_row0_minus_15x.png",1120,0,1159,239,"not_recognized"
"ajnzerica-1_row0_minus_15x.png",1157,0,1195,239,"recognized"
"ajnzerica-1_row0_minus_15x.png",1192,0,1231,239,"not_recognized"
"ajnzerica-1_row0_minus_15x.png",1245,0,1284,239,"not_recognized"
"ajnzerica-1_row0_minus_15x.png",1307,0,1353,239,"not_recognized"
"ajnzerica-1_row0_minus_15x.png",1366,0,1404,239,"recognized"
"ajnzerica-1_row0_minus_15x.png",1401,0,1439,239,"not_recognized"
"ajnzerica-1_row0_minus_15x.png",1450,0,1488,239,"not_recognized"
"ajnzerica-1_row0_minus_15x.png",1498,0,1536,239,"not_recognized"
"ajnzerica-1_row0_minus_15x.png",1547,0,1586,239,"not_recognized"
"ajnzerica-1_row0_minus_15x.png",1590,0,1634,239,"recognized"
"ajnzerica-1_row0_minus_15x.png",1626,0,1672,239,"not_recognized"
"ajnzerica-1_row0_minus_15x.png",1680,0,1719,239,"not_recognized"
"ajnzerica-1_row0_minus_15x.png",1744,0,1783,239,"not_recognized"
"ajnzerica-1_row0_minus_15x.png",1801,0,1839,239,"recognized"
"ajnzerica-1_row0_minus_15x.png",1836,0,1875,239,"not_recognized"
"ajnzerica-1_row0_minus_15x.png",1894,0,1932,239,"not_recognized"
"ajnzerica-1_row0_minus_15x.png",1927,0,1973,239,"not_recognized"
"ajnzerica-1_row0_minus_15x.png",1963,0,2007,239,"recognized"
"ajnzerica-1_row0_minus_15x.png",2001,0,2040,239,"not_recognized"
"ajnzerica-1_row0_minus_15x.png",2054,0,2093,239,"not_recognized"
"ajnzerica-1_row0_minus_15x.png",2117,0,2156,239,"not_recognized"
"ajnzerica-1_row0_minus_15x.png",2172,0,2216,239,"recognized"
"ajnzerica-1_row0_minus_15x.png",2210,0,2249,239,"not_recognized"
"ajnzerica-1_row0_minus_15x.png",2267,0,2305,239,"not_recognized"
"ajnzerica-1_row0_minus_15x.png",2323,0,2362,239,"not_recognized"
"ajnzerica-1_row0_minus_15x.png",2381,0,2419,239,"not_recognized"
"ajnzerica-1_row0_minus_15x.png",2420,0,2450,239,"recognized"
"ajnzerica-1_row0_minus_5x.png",134,0,195,239,"recognized"
"ajnzerica-1_row0_minus_5x.png",204,0,262,239,"recognized"
"ajnzerica-1_row0_minus_5x.png",278,0,315,239,"recognized"
"ajnzerica-1_row0_minus_5x.png",348,0,387,239,"not_recognized"
"ajnzerica-1_row0_minus_5x.png",400,0,439,239,"not_recognized"
"ajnzerica-1_row0_minus_5x.png",464,0,503,239,"not_recognized"
"ajnzerica-1_row0_minus_5x.png",521,0,559,239,"recognized"
"ajnzerica-1_row0_minus_5x.png",556,0,595,239,"not_recognized"
"ajnzerica-1_row0_minus_5x.png",614,0,652,239,"not_recognized"
"ajnzerica-1_row0_minus_5x.png",670,0,709,239,"not_recognized"
"ajnzerica-1_row0_minus_5x.png",727,0,766,239,"not_recognized"
"ajnzerica-1_row0_minus_5x.png",774,0,812,239,"recognized"
"ajnzerica-1_row0_minus_5x.png",809,0,848,239,"not_recognized"
"ajnzerica-1_row0_minus_5x.png",862,0,901,239,"not_recognized"
"ajnzerica-1_row0_minus_5x.png",925,0,964,239,"not_recognized"
"ajnzerica-1_row0_minus_5x.png",980,0,1024,239,"recognized"
"ajnzerica-1_row0_minus_5x.png",1018,0,1057,239,"not_recognized"
"ajnzerica-1_row0_minus_5x.png",1074,0,1112,239,"not_recognized"
"ajnzerica-1_row0_minus_5x.png",1110,0,1149,239,"not_recognized"
"ajnzerica-1_row0_minus_5x.png",1147,0,1185,239,"recognized"
"ajnzerica-1_row0_minus_5x.png",1182,0,1221,239,"not_recognized"
"ajnzerica-1_row0_minus_5x.png",1235,0,1274,239,"not_recognized"
"ajnzerica-1_row0_minus_5x.png",1297,0,1343,239,"not_recognized"
"ajnzerica-1_row0_minus_5x.png",1356,0,1394,239,"recognized"
"ajnzerica-1_row0_minus_5x.png",1391,0,1429,239,"not_recognized"
"ajnzerica-1_row0_minus_5x.png",1440,0,1478,239,"not_recognized"
"ajnzerica-1_row0_minus_5x.png",1488,0,1526,239,"not_recognized"
"ajnzerica-1_row0_minus_5x.png",1537,0,1576,239,"not_recognized"
"ajnzerica-1_row0_minus_5x.png",1580,0,1624,239,"recognized"
"ajnzerica-1_row0_minus_5x.png",1616,0,1662,239,"not_recognized"
"ajnzerica-1_row0_minus_5x.png",1670,0,1709,239,"not_recognized"
"ajnzerica-1_row0_minus_5x.png",1734,0,1773,239,"not_recognized"
"ajnzerica-1_row0_minus_5x.png",1791,0,1829,239,"recognized"
"ajnzerica-1_row0_minus_5x.png",1826,0,1865,239,"not_recognized"
"ajnzerica-1_row0_minus_5x.png",1884,0,1922,239,"not_recognized"
"ajnzerica-1_row0_minus_5x.png",1917,0,1963,239,"not_recognized"
"ajnzerica-1_row0_minus_5x.png",1953,0,1997,239,"recognized"
"ajnzerica-1_row0_minus_5x.png",1991,0,2030,239,"not_recognized"
"ajnzerica-1_row0_minus_5x.png",2044,0,2083,239,"not_recognized"
"ajnzerica-1_row0_minus_5x.png",2107,0,2146,239,"not_recognized"
"ajnzerica-1_row0_minus_5x.png",2162,0,2206,239,"recognized"
"ajnzerica-1_row0_minus_5x.png",2200,0,2239,239,"not_recognized"
"ajnzerica-1_row0_minus_5x.png",2257,0,2295,239,"not_recognized"
"ajnzerica-1_row0_minus_5x.png",2313,0,2352,239,"not_recognized"
"ajnzerica-1_row0_minus_5x.png",2371,0,2409,239,"not_recognized"
"ajnzerica-1_row0_minus_5x.png",2410,0,2440,239,"recognized"
"ajnzerica-1_row0_plus_10x.png",119,0,180,239,"recognized"
"ajnzerica-1_row0_plus_10x.png",189,0,247,239,"recognized"
"ajnzerica-1_row0_plus_10x.png",263,0,300,239,"recognized"
"ajnzerica-1_row0_plus_10x.png",333,0,372,239,"not_recognized"
"ajnzerica-1_row0_plus_10x.png",385,0,424,239,"not_recognized"
"ajnzerica-1_row0_plus_10x.png",449,0,488,239,"not_recognized"
"ajnzerica-1_row0_plus_10x.png",506,0,544,239,"recognized"
"ajnzerica-1_row0_plus_10x.png",541,0,580,239,"not_recognized"
"ajnzerica-1_row0_plus_10x.png",599,0,637,239,"not_recognized"
"ajnzerica-1_row0_plus_10x.png",655,0,694,239,"not_recognized"
"ajnzerica-1_row0_plus_10x.png",712,0,751,239,"not_recognized"
"ajnzerica-1_row0_plus_10x.png",759,0,797,239,"recognized"
"ajnzerica-1_row0_plus_10x.png",794,0,833,239,"not_recognized"
"ajnzerica-1_row0_plus_10x.png",847,0,886,239,"not_recognized"
"ajnzerica-1_row0_plus_10x.png",910,0,949,239,"not_recognized"
"ajnzerica-1_row0_plus_10x.png",965,0,1009,239,"recognized"
"ajnzerica-1_row0_plus_10x.png",1003,0,1042,239,"not_recognized"
"ajnzerica-1_row0_plus_10x.png",1059,0,1097,239,"not_recognized"
"ajnzerica-1_row0_plus_10x.png",1095,0,1134,239,"not_recognized"
"ajnzerica-1_row0_plus_10x.png",1132,0,1170,239,"recognized"
"ajnzerica-1_row0_plus_10x.png",1167,0,1206,239,"not_recognized"
"ajnzerica-1_row0_plus_10x.png",1220,0,1259,239,"not_recognized"
"ajnzerica-1_row0_plus_10x.png",1282,0,1328,239,"not_recognized"
"ajnzerica-1_row0_plus_10x.png",1341,0,1379,239,"recognized"
"ajnzerica-1_row0_plus_10x.png",1376,0,1414,239,"not_recognized"
"ajnzerica-1_row0_plus_10x.png",1425,0,1463,239,"not_recognized"
"ajnzerica-1_row0_plus_10x.png",1473,0,1511,239,"not_recognized"
"ajnzerica-1_row0_plus_10x.png",1522,0,1561,239,"not_recognized"
"ajnzerica-1_row0_plus_10x.png",1565,0,1609,239,"recognized"
"ajnzerica-1_row0_plus_10x.png",1601,0,1647,239,"not_recognized"
"ajnzerica-1_row0_plus_10x.png",1655,0,1694,239,"not_recognized"
"ajnzerica-1_row0_plus_10x.png",1719,0,1758,239,"not_recognized"
"ajnzerica-1_row0_plus_10x.png",1776,0,1814,239,"recognized"
"ajnzerica-1_row0_plus_10x.png",1811,0,1850,239,"not_recognized"
"ajnzerica-1_row0_plus_10x.png",1869,0,1907,239,"not_recognized"
"ajnzerica-1_row0_plus_10x.png",1902,0,1948,239,"not_recognized"
"ajnzerica-1_row0_plus_10x.png",1938,0,1982,239,"recognized"
"ajnzerica-1_row0_plus_10x.png",1976,0,2015,239,"not_recognized"
"ajnzerica-1_row0_plus_10x.png",2029,0,2068,239,"not_recognized"
"ajnzerica-1_row0_plus_10x.png",2092,0,2131,239,"not_recognized"
"ajnzerica-1_row0_plus_10x.png",2147,0,2191,239,"recognized"
"ajnzerica-1_row0_plus_10x.png",2185,0,2224,239,"not_recognized"
"ajnzerica-1_row0_plus_10x.png",2242,0,2280,239,"not_recognized"
"ajnzerica-1_row0_plus_10x.png",2298,0,2337,239,"not_recognized"
"ajnzerica-1_row0_plus_10x.png",2356,0,2394,239,"not_recognized"
"ajnzerica-1_row0_plus_10x.png",2395,0,2425,239,"recognized"
"ajnzerica-1_row0_plus_12x.png",117,0,178,239,"recognized"
"ajnzerica-1_row0_plus_12x.png",187,0,245,239,"recognized"
"ajnzerica-1_row0_plus_12x.png",261,0,298,239,"recognized"
"ajnzerica-1_row0_plus_12x.png",331,0,370,239,"not_recognized"
"ajnzerica-1_row0_plus_12x.png",383,0,422,239,"not_recognized"
"ajnzerica-1_row0_plus_12x.png",447,0,486,239,"not_recognized"
"ajnzerica-1_row0_plus_12x.png",504,0,542,239,"recognized"
"ajnzerica-1_row0_plus_12x.png",539,0,578,239,"not_recognized"
"ajnzerica-1_row0_plus_12x.png",597,0,635,239,"not_recognized"
"ajnzerica-1_row0_plus_12x.png",653,0,692,239,"not_recognized"
"ajnzerica-1_row0_plus_12x.png",710,0,749,239,"not_recognized"
"ajnzerica-1_row0_plus_12x.png",757,0,795,239,"recognized"
"ajnzerica-1_row0_plus_12x.png",792,0,831,239,"not_recognized"
"ajnzerica-1_row0_plus_12x.png",845,0,884,239,"not_recognized"
"ajnzerica-1_row0_plus_12x.png",908,0,947,239,"not_recognized"
"ajnzerica-1_row0_plus_12x.png",963,0,1007,239,"recognized"
"ajnzerica-1_row0_plus_12x.png",1001,0,1040,239,"not_recognized"
"ajnzerica-1_row0_plus_12x.png",1057,0,1095,239,"not_recognized"
"ajnzerica-1_row0_plus_12x.png",1093,0,1132,239,"not_recognized"
"ajnzerica-1_row0_plus_12x.png",1130,0,1168,239,"recognized"
"ajnzerica-1_row0_plus_12x.png",1165,0,1204,239,"not_recognized"
"ajnzerica-1_row0_plus_12x.png",1218,0,1257,239,"not_recognized"
"ajnzerica-1_row0_plus_12x.png",1280,0,1326,239,"not_recognized"
"ajnzerica-1_row0_plus_12x.png",1339,0,1377,239,"recognized"
"ajnzerica-1_row0_plus_12x.png",1374,0,1412,239,"not_recognized"
"ajnzerica-1_row0_plus_12x.png",1423,0,1461,239,"not_recognized"
"ajnzerica-1_row0_plus_12x.png",1471,0,1509,239,"not_recognized"
"ajnzerica-1_row0_plus_12x.png",1520,0,1559,239,"not_recognized"
"ajnzerica-1_row0_plus_12x.png",1563,0,1607,239,"recognized"
"ajnzerica-1_row0_plus_12x.png",1599,0,1645,239,"not_recognized"
"ajnzerica-1_row0_plus_12x.png",1653,0,1692,239,"not_recognized"
"ajnzerica-1_row0_plus_12x.png",1717,0,1756,239,"not_recognized"
"ajnzerica-1_row0_plus_12x.png",1774,0,1812,239,"recognized"
"ajnzerica-1_row0_plus_12x.png",1809,0,1848,239,"not_recognized"
"ajnzerica-1_row0_plus_12x.png",1867,0,1905,239,"not_recognized"
"ajnzerica-1_row0_plus_12x.png",1900,0,1946,239,"not_recognized"
"ajnzerica-1_row0_plus_12x.png",1936,0,1980,239,"recognized"
"ajnzerica-1_row0_plus_12x.png",1974,0,2013,239,"not_recognized"
"ajnzerica-1_row0_plus_12x.png",2027,0,2066,239,"not_recognized"
"ajnzerica-1_row0_plus_12x.png",2090,0,2129,239,"not_recognized"
"ajnzerica-1_row0_plus_12x.png",2145,0,2189,239,"recognized"
"ajnzerica-1_row0_plus_12x.png",2183,0,2222,239,"not_recognized"
"ajnzerica-1_row0_plus_12x.png",2240,0,2278,239,"not_recognized"
"ajnzerica-1_row0_plus_12x.png",2296,0,2335,239,"not_recognized"
"ajnzerica-1_row0_plus_12x.png",2354,0,2392,239,"not_recognized"
"ajnzerica-1_row0_plus_12x.png",2393,0,2423,239,"recognized"
"ajnzerica-1_row0_plus_15x.png",114,0,175,239,"recognized"
"ajnzerica-1_row0_plus_15x.png",184,0,242,239,"recognized"
"ajnzerica-1_row0_plus_15x.png",258,0,295,239,"recognized"
"ajnzerica-1_row0_plus_15x.png",328,0,367,239,"not_recognized"
"ajnzerica-1_row0_plus_15x.png",380,0,419,239,"not_recognized"
"ajnzerica-1_row0_plus_15x.png",444,0,483,239,"not_recognized"
"ajnzerica-1_row0_plus_15x.png",501,0,539,239,"recognized"
"ajnzerica-1_row0_plus_15x.png",536,0,575,239,"not_recognized"
"ajnzerica-1_row0_plus_15x.png",594,0,632,239,"not_recognized"
"ajnzerica-1_row0_plus_15x.png",650,0,689,239,"not_recognized"
"ajnzerica-1_row0_plus_15x.png",707,0,746,239,"not_recognized"
"ajnzerica-1_row0_plus_15x.png",754,0,792,239,"recognized"
"ajnzerica-1_row0_plus_15x.png",789,0,828,239,"not_recognized"
"ajnzerica-1_row0_plus_15x.png",842,0,881,239,"not_recognized"
"ajnzerica-1_row0_plus_15x.png",905,0,944,239,"not_recognized"
"ajnzerica-1_row0_plus_15x.png",960,0,1004,239,"recognized"
"ajnzerica-1_row0_plus_15x.png",998,0,1037,239,"not_recognized"
"ajnzerica-1_row0_plus_15x.png",1054,0,1092,239,"not_recognized"
"ajnzerica-1_row0_plus_15x.png",1090,0,1129,239,"not_recognized"
"ajnzerica-1_row0_plus_15x.png",1127,0,1165,239,"recognized"
"ajnzerica-1_row0_plus_15x.png",1162,0,1201,239,"not_recognized"
"ajnzerica-1_row0_plus_15x.png",1215,0,1254,239,"not_recognized"
"ajnzerica-1_row0_plus_15x.png",1277,0,1323,239,"not_recognized"
"ajnzerica-1_row0_plus_15x.png",1336,0,1374,239,"recognized"
"ajnzerica-1_row0_plus_15x.png",1371,0,1409,239,"not_recognized"
"ajnzerica-1_row0_plus_15x.png",1420,0,1458,239,"not_recognized"
"ajnzerica-1_row0_plus_15x.png",1468,0,1506,239,"not_recognized"
"ajnzerica-1_row0_plus_15x.png",1517,0,1556,239,"not_recognized"
"ajnzerica-1_row0_plus_15x.png",1560,0,1604,239,"recognized"
"ajnzerica-1_row0_plus_15x.png",1596,0,1642,239,"not_recognized"
"ajnzerica-1_row0_plus_15x.png",1650,0,1689,239,"not_recognized"
"ajnzerica-1_row0_plus_15x.png",1714,0,1753,239,"not_recognized"
"ajnzerica-1_row0_plus_15x.png",1771,0,1809,239,"recognized"
"ajnzerica-1_row0_plus_15x.png",1806,0,1845,239,"not_recognized"
"ajnzerica-1_row0_plus_15x.png",1864,0,1902,239,"not_recognized"
"ajnzerica-1_row0_plus_15x.png",1897,0,1943,239,"not_recognized"
"ajnzerica-1_row0_plus_15x.png",1933,0,1977,239,"recognized"
"ajnzerica-1_row0_plus_15x.png",1971,0,2010,239,"not_recognized"
"ajnzerica-1_row0_plus_15x.png",2024,0,2063,239,"not_recognized"
"ajnzerica-1_row0_plus_15x.png",2087,0,2126,239,"not_recognized"
"ajnzerica-1_row0_plus_15x.png",2142,0,2186,239,"recognized"
"ajnzerica-1_row0_plus_15x.png",2180,0,2219,239,"not_recognized"
"ajnzerica-1_row0_plus_15x.png",2237,0,2275,239,"not_recognized"
"ajnzerica-1_row0_plus_15x.png",2293,0,2332,239,"not_recognized"
"ajnzerica-1_row0_plus_15x.png",2351,0,2389,239,"not_recognized"
"ajnzerica-1_row0_plus_15x.png",2390,0,2420,239,"recognized"
"ajnzerica-1_row0_plus_5x.png",124,0,185,239,"recognized"
"ajnzerica-1_row0_plus_5x.png",194,0,252,239,"recognized"
"ajnzerica-1_row0_plus_5x.png",268,0,305,239,"recognized"
"ajnzerica-1_row0_plus_5x.png",338,0,377,239,"not_recognized"
"ajnzerica-1_row0_plus_5x.png",390,0,429,239,"not_recognized"
"ajnzerica-1_row0_plus_5x.png",454,0,493,239,"not_recognized"
"ajnzerica-1_row0_plus_5x.png",511,0,549,239,"recognized"
"ajnzerica-1_row0_plus_5x.png",546,0,585,239,"not_recognized"
"ajnzerica-1_row0_plus_5x.png",604,0,642,239,"not_recognized"
